time_ms,state,s1,s2,s3,s4,line_pos,line_error,straight_ms,curve_ms,distance_cm,roll_deg,servo_deg,drive_speed,estimated_distance_cm,error_flags,ultrasonic_ok,mpu_ok,color_ok,all_zero,event_code,estimated_distance_mm,course_distance_mm,motor_pwm,s1_line,s2_line,s3_line,s4_line,ultrasonic_detected,course_segment
3100,STRAIGHT_TRACE,806,263,283,764,0,0,700,0,85.0,-1.6,92,0.378,7.38,0,1,1,1,0,0,73.8,73.8,96,1,0,0,1,0,start_to_first_obstacle
3200,STRAIGHT_TRACE,781,268,243,795,0,0,800,0,86.1,0.8,93,0.388,8.47,0,1,1,1,0,0,84.7,84.7,99,1,0,0,1,0,start_to_first_obstacle
3300,STRAIGHT_TRACE,806,241,272,820,0,0,900,0,83.9,-1.4,91,0.371,9.51,0,1,1,1,0,0,95.1,95.1,95,1,0,0,1,0,start_to_first_obstacle
3400,STRAIGHT_TRACE,812,256,243,767,0,0,1000,0,85.3,-0.8,87,0.376,10.56,0,1,1,1,0,0,105.6,105.6,96,1,0,0,1,0,start_to_first_obstacle
3500,STRAIGHT_TRACE,786,245,266,795,0,0,1100,0,85.0,0.9,88,0.38,11.62,0,1,1,1,0,0,116.2,116.2,97,1,0,0,1,0,start_to_first_obstacle
3600,STRAIGHT_TRACE,818,264,288,757,0,0,1200,0,86.4,1.6,87,0.38,12.69,0,1,1,1,0,0,126.9,126.9,97,1,0,0,1,0,start_to_first_obstacle
3700,STRAIGHT_TRACE,782,270,231,761,0,0,1300,0,85.5,-0.0,89,0.394,13.79,0,1,1,1,0,0,137.9,137.9,100,1,0,0,1,0,start_to_first_obstacle
3800,STRAIGHT_TRACE,815,261,293,756,0,0,1400,0,84.3,-1.4,93,0.367,14.82,0,1,1,1,0,0,148.2,148.2,94,1,0,0,1,0,start_to_first_obstacle
3900,STRAIGHT_TRACE,801,276,271,760,0,0,1500,0,84.6,-1.6,90,0.382,15.89,0,1,1,1,0,0,158.9,158.9,97,1,0,0,1,0,start_to_first_obstacle
4000,STRAIGHT_TRACE,791,234,274,819,0,0,1600,0,86.5,1.0,90,0.372,16.93,0,1,1,1,0,0,169.3,169.3,95,1,0,0,1,0,start_to_first_obstacle
4100,STRAIGHT_TRACE,770,241,237,805,0,0,1700,0,86.3,1.1,89,0.374,17.98,0,1,1,1,0,0,179.8,179.8,95,1,0,0,1,0,start_to_first_obstacle
4200,STRAIGHT_TRACE,773,250,290,806,0,0,1800,0,85.6,-1.7,91,0.363,19.0,0,1,1,1,0,0,190.0,190.0,93,1,0,0,1,0,start_to_first_obstacle
4300,STRAIGHT_TRACE,815,291,283,774,0,0,1900,0,86.3,1.4,91,0.367,20.02,0,1,1,1,0,0,200.2,200.2,94,1,0,0,1,0,start_to_first_obstacle
4400,STRAIGHT_TRACE,795,245,275,793,0,0,2000,0,85.1,-0.6,91,0.392,21.12,0,1,1,1,0,0,211.2,211.2,100,1,0,0,1,0,start_to_first_obstacle
4500,STRAIGHT_TRACE,793,285,227,802,0,0,2100,0,85.3,0.6,89,0.397,22.23,0,1,1,1,0,0,222.3,222.3,101,1,0,0,1,0,start_to_first_obstacle
4600,STRAIGHT_TRACE,758,285,258,784,0,0,2200,0,85.1,-1.6,92,0.379,23.3,0,1,1,1,0,0,233.0,233.0,97,1,0,0,1,0,start_to_first_obstacle
4700,STRAIGHT_TRACE,803,243,256,759,0,0,2300,0,83.6,1.6,91,0.366,24.32,0,1,1,1,0,0,243.2,243.2,93,1,0,0,1,0,start_to_first_obstacle
4800,STRAIGHT_TRACE,795,278,244,807,0,0,2400,0,85.3,-1.1,92,0.38,25.38,0,1,1,1,0,0,253.8,253.8,97,1,0,0,1,0,start_to_first_obstacle
4900,STRAIGHT_TRACE,815,232,242,821,0,0,2500,0,84.9,0.2,88,0.398,26.5,0,1,1,1,0,0,265.0,265.0,101,1,0,0,1,0,start_to_first_obstacle
5000,STRAIGHT_TRACE,803,265,247,813,0,0,2600,0,85.8,-0.6,91,0.375,27.55,0,1,1,1,0,0,275.5,275.5,96,1,0,0,1,0,start_to_first_obstacle
5100,STRAIGHT_TRACE,788,286,249,786,0,0,2700,0,86.4,0.2,89,0.37,28.58,0,1,1,1,0,0,285.8,285.8,94,1,0,0,1,0,start_to_first_obstacle
5200,STRAIGHT_TRACE,793,261,251,817,0,0,2800,0,86.3,-0.1,89,0.382,29.65,0,1,1,1,0,0,296.5,296.5,97,1,0,0,1,0,start_to_first_obstacle
5300,STRAIGHT_TRACE,790,261,240,824,0,0,2900,0,84.5,1.4,90,0.376,30.71,0,1,1,1,0,0,307.1,307.1,96,1,0,0,1,0,start_to_first_obstacle
5400,STRAIGHT_TRACE,773,262,230,791,0,0,3000,0,85.5,-1.5,92,0.395,31.81,0,1,1,1,0,0,318.1,318.1,101,1,0,0,1,0,start_to_first_obstacle
5500,STRAIGHT_TRACE,816,252,250,823,0,0,3100,0,83.9,1.6,89,0.387,32.9,0,1,1,1,0,0,329.0,329.0,99,1,0,0,1,0,start_to_first_obstacle
5600,STRAIGHT_TRACE,785,256,231,822,0,0,3200,0,84.7,0.5,88,0.364,33.92,0,1,1,1,0,0,339.2,339.2,93,1,0,0,1,0,start_to_first_obstacle
5700,OBSTACLE_DETECTED,815,237,242,755,0,0,0,0,17.0,1.7,91,0.0,33.92,0,1,1,1,0,0,339.2,339.2,0,1,0,0,1,1,first_obstacle_stop
5800,OBSTACLE_DETECTED,815,286,250,791,0,0,0,0,14.0,-0.8,89,0.0,33.92,0,1,1,1,0,0,339.2,339.2,0,1,0,0,1,1,first_obstacle_stop
5900,OBSTACLE_DETECTED,766,254,293,759,0,0,0,0,13.7,-0.3,88,0.0,33.92,0,1,1,1,0,0,339.2,339.2,0,1,0,0,1,1,first_obstacle_stop
6000,OBSTACLE_DETECTED,759,275,288,778,0,0,0,0,11.3,1.7,92,0.0,33.92,0,1,1,1,0,0,339.2,339.2,0,1,0,0,1,1,first_obstacle_stop
6100,OBSTACLE_AVOIDANCE,759,226,793,238,30,2,0,100,18.1,-0.8,67,0.198,34.47,0,1,1,1,0,0,344.7,344.7,50,1,0,1,0,1,first_obstacle_avoid
6200,OBSTACLE_AVOIDANCE,818,242,819,284,30,2,0,200,16.7,-1.1,67,0.166,34.94,0,1,1,1,0,0,349.4,349.4,42,1,0,1,0,1,first_obstacle_avoid
6300,OBSTACLE_AVOIDANCE,813,257,778,226,30,2,0,300,18.0,-0.6,70,0.173,35.42,0,1,1,1,0,0,354.2,354.2,44,1,0,1,0,1,first_obstacle_avoid
6400,OBSTACLE_AVOIDANCE,779,247,806,279,30,2,0,400,16.0,-0.6,69,0.176,35.91,0,1,1,1,0,0,359.1,359.1,45,1,0,1,0,1,first_obstacle_avoid
6500,OBSTACLE_AVOIDANCE,772,286,796,256,30,2,0,500,17.7,-0.9,65,0.17,36.39,0,1,1,1,0,0,363.9,363.9,43,1,0,1,0,1,first_obstacle_avoid
6600,OBSTACLE_AVOIDANCE,797,263,756,258,30,2,0,600,17.2,-0.5,70,0.171,36.87,0,1,1,1,0,0,368.7,368.7,43,1,0,1,0,1,first_obstacle_avoid
6700,OBSTACLE_AVOIDANCE,814,264,775,276,30,2,0,700,17.1,0.0,70,0.194,37.41,0,1,1,1,0,0,374.1,374.1,50,1,0,1,0,1,first_obstacle_avoid
6800,OBSTACLE_AVOIDANCE,794,240,792,272,30,2,0,800,16.1,-1.0,69,0.196,37.96,0,1,1,1,0,0,379.6,379.6,50,1,0,1,0,1,first_obstacle_avoid
6900,OBSTACLE_AVOIDANCE,813,272,808,295,30,2,0,900,16.9,0.9,68,0.191,38.5,0,1,1,1,0,0,385.0,385.0,49,1,0,1,0,1,first_obstacle_avoid
7000,OBSTACLE_AVOIDANCE,786,235,822,282,30,2,0,1000,15.9,0.7,69,0.165,38.96,0,1,1,1,0,0,389.6,389.6,42,1,0,1,0,1,first_obstacle_avoid
7100,OBSTACLE_AVOIDANCE,762,295,819,250,30,2,0,1100,16.5,0.1,69,0.168,39.43,0,1,1,1,0,0,394.3,394.3,43,1,0,1,0,1,first_obstacle_avoid
7200,OBSTACLE_AVOIDANCE,281,239,781,287,30,2,0,1200,13.8,1.4,65,0.178,39.93,0,1,1,1,0,0,399.3,399.3,45,0,0,1,0,1,first_obstacle_avoid
7300,OBSTACLE_AVOIDANCE,241,290,808,283,30,2,0,1300,15.8,-1.6,69,0.179,40.43,0,1,1,1,0,0,404.3,404.3,46,0,0,1,0,1,first_obstacle_avoid
7400,OBSTACLE_AVOIDANCE,227,275,787,225,30,2,0,1400,14.4,-1.0,70,0.165,40.89,0,1,1,1,0,0,408.9,408.9,42,0,0,1,0,1,first_obstacle_avoid
7500,OBSTACLE_AVOIDANCE,233,294,762,233,30,2,0,1500,15.2,-1.7,68,0.177,41.38,0,1,1,1,0,0,413.8,413.8,45,0,0,1,0,1,first_obstacle_avoid
7600,OBSTACLE_AVOIDANCE,278,272,803,282,30,2,0,1600,12.9,1.5,71,0.176,41.87,0,1,1,1,0,0,418.7,418.7,45,0,0,1,0,1,first_obstacle_avoid
7700,OBSTACLE_AVOIDANCE,294,242,799,240,30,2,0,1700,12.8,1.8,66,0.176,42.37,0,1,1,1,0,0,423.7,423.7,45,0,0,1,0,1,first_obstacle_avoid
7800,OBSTACLE_AVOIDANCE,253,225,757,263,30,2,0,1800,13.7,0.6,68,0.182,42.88,0,1,1,1,0,0,428.8,428.8,46,0,0,1,0,1,first_obstacle_avoid
7900,OBSTACLE_AVOIDANCE,254,256,813,269,30,2,0,1900,14.0,-0.8,66,0.196,43.42,0,1,1,1,0,0,434.2,434.2,50,0,0,1,0,1,first_obstacle_avoid
8000,OBSTACLE_AVOIDANCE,239,229,808,227,30,2,0,2000,11.7,-1.1,66,0.166,43.89,0,1,1,1,0,0,438.9,438.9,42,0,0,1,0,1,first_obstacle_avoid
8100,OBSTACLE_AVOIDANCE,231,256,760,276,30,2,0,2100,13.9,-1.0,68,0.17,44.36,0,1,1,1,0,0,443.6,443.6,43,0,0,1,0,1,first_obstacle_avoid
8200,OBSTACLE_AVOIDANCE,232,242,819,792,30,2,0,2200,12.0,1.1,66,0.188,44.89,0,1,1,1,0,0,448.9,448.9,48,0,0,1,1,1,first_obstacle_avoid
8300,OBSTACLE_AVOIDANCE,266,255,793,773,30,2,0,2300,11.6,0.1,70,0.177,45.39,0,1,1,1,0,0,453.9,453.9,45,0,0,1,1,1,first_obstacle_avoid
8400,OBSTACLE_AVOIDANCE,247,279,818,761,30,2,0,2400,12.9,1.6,67,0.186,45.91,0,1,1,1,0,0,459.1,459.1,47,0,0,1,1,1,first_obstacle_avoid
8500,OBSTACLE_AVOIDANCE,265,278,807,774,30,2,0,2500,11.7,-0.4,67,0.189,46.44,0,1,1,1,0,0,464.4,464.4,48,0,0,1,1,1,first_obstacle_avoid
8600,OBSTACLE_AVOIDANCE,253,263,773,814,30,2,0,2600,11.7,0.2,65,0.197,46.99,0,1,1,1,0,0,469.9,469.9,50,0,0,1,1,1,first_obstacle_avoid
8700,OBSTACLE_AVOIDANCE,242,274,786,787,30,2,0,2700,11.1,-0.6,66,0.165,47.45,0,1,1,1,0,0,474.5,474.5,42,0,0,1,1,1,first_obstacle_avoid
8800,OBSTACLE_AVOIDANCE,272,236,823,779,30,2,0,2800,11.3,-0.8,65,0.186,47.97,0,1,1,1,0,0,479.7,479.7,47,0,0,1,1,1,first_obstacle_avoid
8900,OBSTACLE_AVOIDANCE,234,249,782,816,30,2,0,2900,12.1,1.3,66,0.174,48.46,0,1,1,1,0,0,484.6,484.6,44,0,0,1,1,1,first_obstacle_avoid
9000,OBSTACLE_AVOIDANCE,226,252,779,770,30,2,0,3000,9.7,1.8,70,0.179,48.96,0,1,1,1,0,0,489.6,489.6,46,0,0,1,1,1,first_obstacle_avoid
9100,OBSTACLE_AVOIDANCE,251,275,785,825,30,2,0,3100,10.4,1.0,67,0.176,49.45,0,1,1,1,0,0,494.5,494.5,45,0,0,1,1,1,first_obstacle_avoid
9200,OBSTACLE_AVOIDANCE,270,264,788,801,30,2,0,3200,10.9,1.4,69,0.179,49.95,0,1,1,1,0,0,499.5,499.5,46,0,0,1,1,1,first_obstacle_avoid
9300,STRAIGHT_TRACE,815,265,251,802,0,0,100,0,84.2,-0.3,89,0.402,51.08,0,1,1,1,0,0,510.8,510.8,103,1,0,0,1,0,bottom_straight_to_right_curve
9400,STRAIGHT_TRACE,773,227,258,825,0,0,200,0,84.0,0.3,91,0.397,52.19,0,1,1,1,0,0,521.9,521.9,101,1,0,0,1,0,bottom_straight_to_right_curve
9500,STRAIGHT_TRACE,797,254,273,786,0,0,300,0,84.5,0.2,90,0.416,53.35,0,1,1,1,0,0,533.5,533.5,106,1,0,0,1,0,bottom_straight_to_right_curve
9600,STRAIGHT_TRACE,817,287,283,776,0,0,400,0,85.7,1.1,92,0.388,54.44,0,1,1,1,0,0,544.4,544.4,99,1,0,0,1,0,bottom_straight_to_right_curve
9700,STRAIGHT_TRACE,817,248,294,762,0,0,500,0,86.3,-1.7,91,0.412,55.6,0,1,1,1,0,0,556.0,556.0,105,1,0,0,1,0,bottom_straight_to_right_curve
9800,STRAIGHT_TRACE,761,225,277,772,0,0,600,0,84.0,0.5,93,0.384,56.67,0,1,1,1,0,0,566.7,566.7,98,1,0,0,1,0,bottom_straight_to_right_curve
9900,STRAIGHT_TRACE,782,289,283,802,0,0,700,0,85.3,0.4,87,0.406,57.81,0,1,1,1,0,0,578.1,578.1,104,1,0,0,1,0,bottom_straight_to_right_curve
10000,STRAIGHT_TRACE,816,287,227,755,0,0,800,0,85.1,0.2,91,0.382,58.88,0,1,1,1,0,0,588.8,588.8,98,1,0,0,1,0,bottom_straight_to_right_curve
10100,STRAIGHT_TRACE,790,293,261,757,0,0,900,0,85.9,1.1,91,0.406,60.02,0,1,1,1,0,0,600.2,600.2,104,1,0,0,1,0,bottom_straight_to_right_curve
10200,STRAIGHT_TRACE,777,238,237,822,0,0,1000,0,84.3,-0.9,88,0.404,61.15,0,1,1,1,0,0,611.5,611.5,103,1,0,0,1,0,bottom_straight_to_right_curve
10300,STRAIGHT_TRACE,800,259,275,765,0,0,1100,0,84.2,1.7,89,0.399,62.27,0,1,1,1,0,0,622.7,622.7,102,1,0,0,1,0,bottom_straight_to_right_curve
10400,STRAIGHT_TRACE,783,263,235,759,0,0,1200,0,84.9,-0.3,87,0.396,63.37,0,1,1,1,0,0,633.7,633.7,101,1,0,0,1,0,bottom_straight_to_right_curve
10500,STRAIGHT_TRACE,756,246,235,818,0,0,1300,0,85.2,-0.2,93,0.41,64.52,0,1,1,1,0,0,645.2,645.2,105,1,0,0,1,0,bottom_straight_to_right_curve
10600,STRAIGHT_TRACE,767,292,230,784,0,0,1400,0,85.2,1.4,88,0.407,65.66,0,1,1,1,0,0,656.6,656.6,104,1,0,0,1,0,bottom_straight_to_right_curve
10700,STRAIGHT_TRACE,789,230,234,790,0,0,1500,0,86.3,0.2,91,0.383,66.73,0,1,1,1,0,0,667.3,667.3,98,1,0,0,1,0,bottom_straight_to_right_curve
10800,STRAIGHT_TRACE,795,227,251,773,0,0,1600,0,86.3,1.2,93,0.412,67.89,0,1,1,1,0,0,678.9,678.9,105,1,0,0,1,0,bottom_straight_to_right_curve
10900,STRAIGHT_TRACE,793,245,255,804,0,0,1700,0,85.8,1.4,92,0.394,68.99,0,1,1,1,0,0,689.9,689.9,100,1,0,0,1,0,bottom_straight_to_right_curve
11000,STRAIGHT_TRACE,772,235,289,799,0,0,1800,0,83.7,-1.4,87,0.39,70.08,0,1,1,1,0,0,700.8,700.8,100,1,0,0,1,0,bottom_straight_to_right_curve
11100,STRAIGHT_TRACE,805,266,228,789,0,0,1900,0,84.6,1.8,93,0.4,71.2,0,1,1,1,0,0,712.0,712.0,102,1,0,0,1,0,bottom_straight_to_right_curve
11200,STRAIGHT_TRACE,803,280,248,803,0,0,2000,0,84.2,1.0,87,0.393,72.3,0,1,1,1,0,0,723.0,723.0,100,1,0,0,1,0,bottom_straight_to_right_curve
11300,STRAIGHT_TRACE,764,235,259,774,0,0,2100,0,85.7,0.8,90,0.405,73.43,0,1,1,1,0,0,734.3,734.3,103,1,0,0,1,0,bottom_straight_to_right_curve
11400,STRAIGHT_TRACE,795,271,238,766,0,0,2200,0,85.8,1.6,87,0.398,74.55,0,1,1,1,0,0,745.5,745.5,101,1,0,0,1,0,bottom_straight_to_right_curve
11500,STRAIGHT_TRACE,768,241,236,778,0,0,2300,0,84.7,-0.2,90,0.402,75.67,0,1,1,1,0,0,756.7,756.7,103,1,0,0,1,0,bottom_straight_to_right_curve
11600,STRAIGHT_TRACE,758,236,270,825,0,0,2400,0,86.1,0.3,87,0.41,76.82,0,1,1,1,0,0,768.2,768.2,105,1,0,0,1,0,bottom_straight_to_right_curve
11700,STRAIGHT_TRACE,756,262,277,804,0,0,2500,0,86.2,-1.5,93,0.414,77.98,0,1,1,1,0,0,779.8,779.8,106,1,0,0,1,0,bottom_straight_to_right_curve
11800,STRAIGHT_TRACE,786,291,246,803,0,0,2600,0,85.0,-1.3,88,0.393,79.08,0,1,1,1,0,0,790.8,790.8,100,1,0,0,1,0,bottom_straight_to_right_curve
11900,STRAIGHT_TRACE,763,246,280,790,0,0,2700,0,84.6,-0.7,90,0.41,80.23,0,1,1,1,0,0,802.3,802.3,105,1,0,0,1,0,bottom_straight_to_right_curve
12000,STRAIGHT_TRACE,786,288,250,813,0,0,2800,0,84.7,-1.3,87,0.382,81.3,0,1,1,1,0,0,813.0,813.0,97,1,0,0,1,0,bottom_straight_to_right_curve
12100,STRAIGHT_TRACE,803,267,281,797,0,0,2900,0,86.4,1.1,90,0.413,82.46,0,1,1,1,0,0,824.6,824.6,105,1,0,0,1,0,bottom_straight_to_right_curve
12200,STRAIGHT_TRACE,772,263,266,780,0,0,3000,0,86.4,-0.7,90,0.417,83.63,0,1,1,1,0,0,836.3,836.3,106,1,0,0,1,0,bottom_straight_to_right_curve
12300,STRAIGHT_TRACE,792,287,256,796,0,0,3100,0,84.6,-0.8,90,0.41,84.77,0,1,1,1,0,0,847.7,847.7,105,1,0,0,1,0,bottom_straight_to_right_curve
12400,STRAIGHT_TRACE,780,294,248,825,0,0,3200,0,85.6,1.6,87,0.399,85.89,0,1,1,1,0,0,858.9,858.9,102,1,0,0,1,0,bottom_straight_to_right_curve
12500,STRAIGHT_TRACE,811,262,233,807,0,0,3300,0,84.2,-0.0,92,0.405,87.02,0,1,1,1,0,0,870.2,870.2,103,1,0,0,1,0,bottom_straight_to_right_curve
12600,STRAIGHT_TRACE,774,279,273,764,0,0,3400,0,84.7,1.8,90,0.399,88.14,0,1,1,1,0,0,881.4,881.4,102,1,0,0,1,0,bottom_straight_to_right_curve
12700,STRAIGHT_TRACE,819,278,294,759,0,0,3500,0,85.9,1.7,93,0.407,89.28,0,1,1,1,0,0,892.8,892.8,104,1,0,0,1,0,bottom_straight_to_right_curve
12800,STRAIGHT_TRACE,765,238,256,800,0,0,3600,0,86.5,0.5,88,0.384,90.36,0,1,1,1,0,0,903.6,903.6,98,1,0,0,1,0,bottom_straight_to_right_curve
12900,STRAIGHT_TRACE,806,267,280,768,0,0,3700,0,85.7,-1.4,87,0.39,91.45,0,1,1,1,0,0,914.5,914.5,99,1,0,0,1,0,bottom_straight_to_right_curve
13000,STRAIGHT_TRACE,783,282,272,805,0,0,3800,0,85.0,1.0,90,0.403,92.58,0,1,1,1,0,0,925.8,925.8,103,1,0,0,1,0,bottom_straight_to_right_curve
13100,STRAIGHT_TRACE,799,228,286,768,0,0,3900,0,83.8,-0.3,89,0.417,93.74,0,1,1,1,0,0,937.4,937.4,106,1,0,0,1,0,bottom_straight_to_right_curve
13200,STRAIGHT_TRACE,773,269,264,798,0,0,4000,0,84.5,1.0,90,0.401,94.87,0,1,1,1,0,0,948.7,948.7,102,1,0,0,1,0,bottom_straight_to_right_curve
13300,STRAIGHT_TRACE,767,281,282,795,0,0,4100,0,83.8,-0.7,87,0.411,96.02,0,1,1,1,0,0,960.2,960.2,105,1,0,0,1,0,bottom_straight_to_right_curve
13400,STRAIGHT_TRACE,798,238,246,786,0,0,4200,0,85.2,-1.2,91,0.388,97.1,0,1,1,1,0,0,971.0,971.0,99,1,0,0,1,0,bottom_straight_to_right_curve
13500,STRAIGHT_TRACE,814,254,276,778,0,0,4300,0,83.6,0.5,88,0.398,98.22,0,1,1,1,0,0,982.2,982.2,101,1,0,0,1,0,bottom_straight_to_right_curve
13600,STRAIGHT_TRACE,780,282,279,804,0,0,4400,0,85.8,0.7,87,0.389,99.31,0,1,1,1,0,0,993.1,993.1,99,1,0,0,1,0,bottom_straight_to_right_curve
13700,STRAIGHT_TRACE,763,238,293,778,0,0,4500,0,84.3,-0.6,89,0.398,100.42,0,1,1,1,0,0,1004.2,1004.2,102,1,0,0,1,0,bottom_straight_to_right_curve
13800,STRAIGHT_TRACE,817,292,265,804,0,0,4600,0,84.6,-0.4,91,0.386,101.5,0,1,1,1,0,0,1015.0,1015.0,98,1,0,0,1,0,bottom_straight_to_right_curve
13900,STRAIGHT_TRACE,813,247,263,765,0,0,4700,0,84.4,-1.3,92,0.386,102.58,0,1,1,1,0,0,1025.8,1025.8,98,1,0,0,1,0,bottom_straight_to_right_curve
14000,STRAIGHT_TRACE,778,272,243,820,0,0,4800,0,84.7,-0.3,90,0.387,103.67,0,1,1,1,0,0,1036.7,1036.7,99,1,0,0,1,0,bottom_straight_to_right_curve
14100,STRAIGHT_TRACE,778,287,293,777,0,0,4900,0,84.1,-1.2,91,0.392,104.77,0,1,1,1,0,0,1047.7,1047.7,100,1,0,0,1,0,bottom_straight_to_right_curve
14200,STRAIGHT_TRACE,812,231,270,756,0,0,5000,0,86.4,-1.3,90,0.411,105.92,0,1,1,1,0,0,1059.2,1059.2,105,1,0,0,1,0,bottom_straight_to_right_curve
14300,STRAIGHT_TRACE,819,288,277,817,0,0,5100,0,84.0,0.8,90,0.398,107.03,0,1,1,1,0,0,1070.3,1070.3,101,1,0,0,1,0,bottom_straight_to_right_curve
14400,STRAIGHT_TRACE,758,253,262,759,0,0,5200,0,85.8,-1.0,89,0.392,108.13,0,1,1,1,0,0,1081.3,1081.3,100,1,0,0,1,0,bottom_straight_to_right_curve
