time_ms,state,s1,s2,s3,s4,line_pos,line_error,straight_ms,curve_ms,distance_cm,roll_deg,servo_deg,drive_speed,estimated_distance_cm,error_flags,ultrasonic_ok,mpu_ok,color_ok,all_zero,event_code,estimated_distance_mm,course_distance_mm,motor_pwm,s1_line,s2_line,s3_line,s4_line,ultrasonic_detected,course_segment
2500,STRAIGHT_TRACE,790,260,260,790,0,0,100,0,85.0,0.0,90,0.38,1.06,0,1,1,1,0,0,10.6,10.6,97,1,0,0,1,0,start_to_first_obstacle
2600,STRAIGHT_TRACE,790,260,260,790,0,0,200,0,85.0,0.0,90,0.38,2.13,0,1,1,1,0,0,21.3,21.3,97,1,0,0,1,0,start_to_first_obstacle
2700,STRAIGHT_TRACE,790,260,260,790,0,0,300,0,85.0,0.0,90,0.38,3.19,0,1,1,1,0,0,31.9,31.9,97,1,0,0,1,0,start_to_first_obstacle
2800,STRAIGHT_TRACE,790,260,260,790,0,0,400,0,85.0,0.0,90,0.38,4.26,0,1,1,1,0,0,42.6,42.6,97,1,0,0,1,0,start_to_first_obstacle
2900,STRAIGHT_TRACE,790,260,260,790,0,0,500,0,85.0,0.0,90,0.38,5.32,0,1,1,1,0,0,53.2,53.2,97,1,0,0,1,0,start_to_first_obstacle
3000,STRAIGHT_TRACE,790,260,260,790,0,0,600,0,85.0,0.0,90,0.38,6.38,0,1,1,1,0,0,63.8,63.8,97,1,0,0,1,0,start_to_first_obstacle
3100,STRAIGHT_TRACE,790,260,260,790,0,0,700,0,85.0,0.0,90,0.38,7.45,0,1,1,1,0,0,74.5,74.5,97,1,0,0,1,0,start_to_first_obstacle
3200,STRAIGHT_TRACE,790,260,260,790,0,0,800,0,85.0,0.0,90,0.38,8.51,0,1,1,1,0,0,85.1,85.1,97,1,0,0,1,0,start_to_first_obstacle
3300,STRAIGHT_TRACE,790,260,260,790,0,0,900,0,85.0,0.0,90,0.38,9.58,0,1,1,1,0,0,95.8,95.8,97,1,0,0,1,0,start_to_first_obstacle
3400,STRAIGHT_TRACE,790,260,260,790,0,0,1000,0,85.0,0.0,90,0.38,10.64,0,1,1,1,0,0,106.4,106.4,97,1,0,0,1,0,start_to_first_obstacle
3500,STRAIGHT_TRACE,790,260,260,790,0,0,1100,0,85.0,0.0,90,0.38,11.7,0,1,1,1,0,0,117.0,117.0,97,1,0,0,1,0,start_to_first_obstacle
3600,STRAIGHT_TRACE,790,260,260,790,0,0,1200,0,85.0,0.0,90,0.38,12.77,0,1,1,1,0,0,127.7,127.7,97,1,0,0,1,0,start_to_first_obstacle
3700,STRAIGHT_TRACE,790,260,260,790,0,0,1300,0,85.0,0.0,90,0.38,13.83,0,1,1,1,0,0,138.3,138.3,97,1,0,0,1,0,start_to_first_obstacle
3800,STRAIGHT_TRACE,790,260,260,790,0,0,1400,0,85.0,0.0,90,0.38,14.9,0,1,1,1,0,0,149.0,149.0,97,1,0,0,1,0,start_to_first_obstacle
3900,STRAIGHT_TRACE,790,260,260,790,0,0,1500,0,85.0,0.0,90,0.38,15.96,0,1,1,1,0,0,159.6,159.6,97,1,0,0,1,0,start_to_first_obstacle
4000,STRAIGHT_TRACE,790,260,260,790,0,0,1600,0,85.0,0.0,90,0.38,17.02,0,1,1,1,0,0,170.2,170.2,97,1,0,0,1,0,start_to_first_obstacle
4100,STRAIGHT_TRACE,790,260,260,790,0,0,1700,0,85.0,0.0,90,0.38,18.09,0,1,1,1,0,0,180.9,180.9,97,1,0,0,1,0,start_to_first_obstacle
4200,STRAIGHT_TRACE,790,260,260,790,0,0,1800,0,85.0,0.0,90,0.38,19.15,0,1,1,1,0,0,191.5,191.5,97,1,0,0,1,0,start_to_first_obstacle
4300,STRAIGHT_TRACE,790,260,260,790,0,0,1900,0,85.0,0.0,90,0.38,20.22,0,1,1,1,0,0,202.2,202.2,97,1,0,0,1,0,start_to_first_obstacle
4400,STRAIGHT_TRACE,790,260,260,790,0,0,2000,0,85.0,0.0,90,0.38,21.28,0,1,1,1,0,0,212.8,212.8,97,1,0,0,1,0,start_to_first_obstacle
4500,STRAIGHT_TRACE,790,260,260,790,0,0,2100,0,85.0,0.0,90,0.38,22.34,0,1,1,1,0,0,223.4,223.4,97,1,0,0,1,0,start_to_first_obstacle
4600,STRAIGHT_TRACE,790,260,260,790,0,0,2200,0,85.0,0.0,90,0.38,23.41,0,1,1,1,0,0,234.1,234.1,97,1,0,0,1,0,start_to_first_obstacle
4700,STRAIGHT_TRACE,790,260,260,790,0,0,2300,0,85.0,0.0,90,0.38,24.47,0,1,1,1,0,0,244.7,244.7,97,1,0,0,1,0,start_to_first_obstacle
4800,STRAIGHT_TRACE,790,260,260,790,0,0,2400,0,85.0,0.0,90,0.38,25.54,0,1,1,1,0,0,255.4,255.4,97,1,0,0,1,0,start_to_first_obstacle
4900,STRAIGHT_TRACE,790,260,260,790,0,0,2500,0,85.0,0.0,90,0.38,26.6,0,1,1,1,0,0,266.0,266.0,97,1,0,0,1,0,start_to_first_obstacle
5000,STRAIGHT_TRACE,790,260,260,790,0,0,2600,0,85.0,0.0,90,0.38,27.66,0,1,1,1,0,0,276.6,276.6,97,1,0,0,1,0,start_to_first_obstacle
5100,STRAIGHT_TRACE,790,260,260,790,0,0,2700,0,85.0,0.0,90,0.38,28.73,0,1,1,1,0,0,287.3,287.3,97,1,0,0,1,0,start_to_first_obstacle
5200,STRAIGHT_TRACE,790,260,260,790,0,0,2800,0,85.0,0.0,90,0.38,29.79,0,1,1,1,0,0,297.9,297.9,97,1,0,0,1,0,start_to_first_obstacle
5300,STRAIGHT_TRACE,790,260,260,790,0,0,2900,0,85.0,0.0,90,0.38,30.86,0,1,1,1,0,0,308.6,308.6,97,1,0,0,1,0,start_to_first_obstacle
5400,STRAIGHT_TRACE,790,260,260,790,0,0,3000,0,85.0,0.0,90,0.38,31.92,0,1,1,1,0,0,319.2,319.2,97,1,0,0,1,0,start_to_first_obstacle
5500,STRAIGHT_TRACE,790,260,260,790,0,0,3100,0,85.0,0.0,90,0.38,32.98,0,1,1,1,0,0,329.8,329.8,97,1,0,0,1,0,start_to_first_obstacle
5600,STRAIGHT_TRACE,790,260,260,790,0,0,3200,0,85.0,0.0,90,0.38,34.05,0,1,1,1,0,0,340.5,340.5,97,1,0,0,1,0,start_to_first_obstacle
5700,OBSTACLE_DETECTED,790,260,260,790,0,0,0,0,18.0,0.0,90,0.0,34.05,0,1,1,1,0,0,340.5,340.5,0,1,0,0,1,1,first_obstacle_stop
5800,OBSTACLE_DETECTED,790,260,260,790,0,0,0,0,15.3,0.0,90,0.0,34.05,0,1,1,1,0,0,340.5,340.5,0,1,0,0,1,1,first_obstacle_stop
5900,OBSTACLE_DETECTED,790,260,260,790,0,0,0,0,12.7,0.0,90,0.0,34.05,0,1,1,1,0,0,340.5,340.5,0,1,0,0,1,1,first_obstacle_stop
6000,OBSTACLE_DETECTED,790,260,260,790,0,0,0,0,10.0,0.0,90,0.0,34.05,0,1,1,1,0,0,340.5,340.5,0,1,0,0,1,1,first_obstacle_stop
6100,OBSTACLE_AVOIDANCE,790,260,790,260,30,2,0,100,18.0,0.0,68,0.18,34.55,0,1,1,1,0,0,345.5,345.5,46,1,0,1,0,1,first_obstacle_avoid
6200,OBSTACLE_AVOIDANCE,790,260,790,260,30,2,0,200,17.7,0.0,68,0.18,35.06,0,1,1,1,0,0,350.6,350.6,46,1,0,1,0,1,first_obstacle_avoid
6300,OBSTACLE_AVOIDANCE,790,260,790,260,30,2,0,300,17.5,0.0,68,0.18,35.56,0,1,1,1,0,0,355.6,355.6,46,1,0,1,0,1,first_obstacle_avoid
6400,OBSTACLE_AVOIDANCE,790,260,790,260,30,2,0,400,17.2,0.0,68,0.18,36.06,0,1,1,1,0,0,360.6,360.6,46,1,0,1,0,1,first_obstacle_avoid
6500,OBSTACLE_AVOIDANCE,790,260,790,260,30,2,0,500,17.0,0.0,68,0.18,36.57,0,1,1,1,0,0,365.7,365.7,46,1,0,1,0,1,first_obstacle_avoid
6600,OBSTACLE_AVOIDANCE,790,260,790,260,30,2,0,600,16.7,0.0,68,0.18,37.07,0,1,1,1,0,0,370.7,370.7,46,1,0,1,0,1,first_obstacle_avoid
6700,OBSTACLE_AVOIDANCE,790,260,790,260,30,2,0,700,16.5,0.0,68,0.18,37.58,0,1,1,1,0,0,375.8,375.8,46,1,0,1,0,1,first_obstacle_avoid
6800,OBSTACLE_AVOIDANCE,790,260,790,260,30,2,0,800,16.2,0.0,68,0.18,38.08,0,1,1,1,0,0,380.8,380.8,46,1,0,1,0,1,first_obstacle_avoid
6900,OBSTACLE_AVOIDANCE,790,260,790,260,30,2,0,900,15.9,0.0,68,0.18,38.58,0,1,1,1,0,0,385.8,385.8,46,1,0,1,0,1,first_obstacle_avoid
7000,OBSTACLE_AVOIDANCE,790,260,790,260,30,2,0,1000,15.7,0.0,68,0.18,39.09,0,1,1,1,0,0,390.9,390.9,46,1,0,1,0,1,first_obstacle_avoid
7100,OBSTACLE_AVOIDANCE,790,260,790,260,30,2,0,1100,15.4,0.0,68,0.18,39.59,0,1,1,1,0,0,395.9,395.9,46,1,0,1,0,1,first_obstacle_avoid
7200,OBSTACLE_AVOIDANCE,260,260,790,260,30,2,0,1200,15.2,0.0,68,0.18,40.1,0,1,1,1,0,0,401.0,401.0,46,0,0,1,0,1,first_obstacle_avoid
7300,OBSTACLE_AVOIDANCE,260,260,790,260,30,2,0,1300,14.9,0.0,68,0.18,40.6,0,1,1,1,0,0,406.0,406.0,46,0,0,1,0,1,first_obstacle_avoid
7400,OBSTACLE_AVOIDANCE,260,260,790,260,30,2,0,1400,14.6,0.0,68,0.18,41.1,0,1,1,1,0,0,411.0,411.0,46,0,0,1,0,1,first_obstacle_avoid
7500,OBSTACLE_AVOIDANCE,260,260,790,260,30,2,0,1500,14.4,0.0,68,0.18,41.61,0,1,1,1,0,0,416.1,416.1,46,0,0,1,0,1,first_obstacle_avoid
7600,OBSTACLE_AVOIDANCE,260,260,790,260,30,2,0,1600,14.1,0.0,68,0.18,42.11,0,1,1,1,0,0,421.1,421.1,46,0,0,1,0,1,first_obstacle_avoid
7700,OBSTACLE_AVOIDANCE,260,260,790,260,30,2,0,1700,13.9,0.0,68,0.18,42.62,0,1,1,1,0,0,426.2,426.2,46,0,0,1,0,1,first_obstacle_avoid
7800,OBSTACLE_AVOIDANCE,260,260,790,260,30,2,0,1800,13.6,0.0,68,0.18,43.12,0,1,1,1,0,0,431.2,431.2,46,0,0,1,0,1,first_obstacle_avoid
7900,OBSTACLE_AVOIDANCE,260,260,790,260,30,2,0,1900,13.4,0.0,68,0.18,43.62,0,1,1,1,0,0,436.2,436.2,46,0,0,1,0,1,first_obstacle_avoid
8000,OBSTACLE_AVOIDANCE,260,260,790,260,30,2,0,2000,13.1,0.0,68,0.18,44.13,0,1,1,1,0,0,441.3,441.3,46,0,0,1,0,1,first_obstacle_avoid
8100,OBSTACLE_AVOIDANCE,260,260,790,260,30,2,0,2100,12.8,0.0,68,0.18,44.63,0,1,1,1,0,0,446.3,446.3,46,0,0,1,0,1,first_obstacle_avoid
8200,OBSTACLE_AVOIDANCE,260,260,790,790,30,2,0,2200,12.6,0.0,68,0.18,45.14,0,1,1,1,0,0,451.4,451.4,46,0,0,1,1,1,first_obstacle_avoid
8300,OBSTACLE_AVOIDANCE,260,260,790,790,30,2,0,2300,12.3,0.0,68,0.18,45.64,0,1,1,1,0,0,456.4,456.4,46,0,0,1,1,1,first_obstacle_avoid
8400,OBSTACLE_AVOIDANCE,260,260,790,790,30,2,0,2400,12.1,0.0,68,0.18,46.14,0,1,1,1,0,0,461.4,461.4,46,0,0,1,1,1,first_obstacle_avoid
8500,OBSTACLE_AVOIDANCE,260,260,790,790,30,2,0,2500,11.8,0.0,68,0.18,46.65,0,1,1,1,0,0,466.5,466.5,46,0,0,1,1,1,first_obstacle_avoid
8600,OBSTACLE_AVOIDANCE,260,260,790,790,30,2,0,2600,11.5,0.0,68,0.18,47.15,0,1,1,1,0,0,471.5,471.5,46,0,0,1,1,1,first_obstacle_avoid
8700,OBSTACLE_AVOIDANCE,260,260,790,790,30,2,0,2700,11.3,0.0,68,0.18,47.66,0,1,1,1,0,0,476.6,476.6,46,0,0,1,1,1,first_obstacle_avoid
8800,OBSTACLE_AVOIDANCE,260,260,790,790,30,2,0,2800,11.0,0.0,68,0.18,48.16,0,1,1,1,0,0,481.6,481.6,46,0,0,1,1,1,first_obstacle_avoid
8900,OBSTACLE_AVOIDANCE,260,260,790,790,30,2,0,2900,10.8,0.0,68,0.18,48.66,0,1,1,1,0,0,486.6,486.6,46,0,0,1,1,1,first_obstacle_avoid
9000,OBSTACLE_AVOIDANCE,260,260,790,790,30,2,0,3000,10.5,0.0,68,0.18,49.17,0,1,1,1,0,0,491.7,491.7,46,0,0,1,1,1,first_obstacle_avoid
9100,OBSTACLE_AVOIDANCE,260,260,790,790,30,2,0,3100,10.3,0.0,68,0.18,49.67,0,1,1,1,0,0,496.7,496.7,46,0,0,1,1,1,first_obstacle_avoid
9200,OBSTACLE_AVOIDANCE,260,260,790,790,30,2,0,3200,10.0,0.0,68,0.18,50.18,0,1,1,1,0,0,501.8,501.8,46,0,0,1,1,1,first_obstacle_avoid
9300,STRAIGHT_TRACE,790,260,260,790,0,0,100,0,85.0,0.0,90,0.4,51.3,0,1,1,1,0,0,513.0,513.0,102,1,0,0,1,0,bottom_straight_to_right_curve
9400,STRAIGHT_TRACE,790,260,260,790,0,0,200,0,85.0,0.0,90,0.4,52.42,0,1,1,1,0,0,524.2,524.2,102,1,0,0,1,0,bottom_straight_to_right_curve
9500,STRAIGHT_TRACE,790,260,260,790,0,0,300,0,85.0,0.0,90,0.4,53.54,0,1,1,1,0,0,535.4,535.4,102,1,0,0,1,0,bottom_straight_to_right_curve
9600,STRAIGHT_TRACE,790,260,260,790,0,0,400,0,85.0,0.0,90,0.4,54.66,0,1,1,1,0,0,546.6,546.6,102,1,0,0,1,0,bottom_straight_to_right_curve
9700,STRAIGHT_TRACE,790,260,260,790,0,0,500,0,85.0,0.0,90,0.4,55.78,0,1,1,1,0,0,557.8,557.8,102,1,0,0,1,0,bottom_straight_to_right_curve
9800,STRAIGHT_TRACE,790,260,260,790,0,0,600,0,85.0,0.0,90,0.4,56.9,0,1,1,1,0,0,569.0,569.0,102,1,0,0,1,0,bottom_straight_to_right_curve
9900,STRAIGHT_TRACE,790,260,260,790,0,0,700,0,85.0,0.0,90,0.4,58.02,0,1,1,1,0,0,580.2,580.2,102,1,0,0,1,0,bottom_straight_to_right_curve
10000,STRAIGHT_TRACE,790,260,260,790,0,0,800,0,85.0,0.0,90,0.4,59.14,0,1,1,1,0,0,591.4,591.4,102,1,0,0,1,0,bottom_straight_to_right_curve
10100,STRAIGHT_TRACE,790,260,260,790,0,0,900,0,85.0,0.0,90,0.4,60.26,0,1,1,1,0,0,602.6,602.6,102,1,0,0,1,0,bottom_straight_to_right_curve
10200,STRAIGHT_TRACE,790,260,260,790,0,0,1000,0,85.0,0.0,90,0.4,61.38,0,1,1,1,0,0,613.8,613.8,102,1,0,0,1,0,bottom_straight_to_right_curve
10300,STRAIGHT_TRACE,790,260,260,790,0,0,1100,0,85.0,0.0,90,0.4,62.5,0,1,1,1,0,0,625.0,625.0,102,1,0,0,1,0,bottom_straight_to_right_curve
10400,STRAIGHT_TRACE,790,260,260,790,0,0,1200,0,85.0,0.0,90,0.4,63.62,0,1,1,1,0,0,636.2,636.2,102,1,0,0,1,0,bottom_straight_to_right_curve
10500,STRAIGHT_TRACE,790,260,260,790,0,0,1300,0,85.0,0.0,90,0.4,64.74,0,1,1,1,0,0,647.4,647.4,102,1,0,0,1,0,bottom_straight_to_right_curve
10600,STRAIGHT_TRACE,790,260,260,790,0,0,1400,0,85.0,0.0,90,0.4,65.86,0,1,1,1,0,0,658.6,658.6,102,1,0,0,1,0,bottom_straight_to_right_curve
10700,STRAIGHT_TRACE,790,260,260,790,0,0,1500,0,85.0,0.0,90,0.4,66.98,0,1,1,1,0,0,669.8,669.8,102,1,0,0,1,0,bottom_straight_to_right_curve
10800,STRAIGHT_TRACE,790,260,260,790,0,0,1600,0,85.0,0.0,90,0.4,68.1,0,1,1,1,0,0,681.0,681.0,102,1,0,0,1,0,bottom_straight_to_right_curve
10900,STRAIGHT_TRACE,790,260,260,790,0,0,1700,0,85.0,0.0,90,0.4,69.22,0,1,1,1,0,0,692.2,692.2,102,1,0,0,1,0,bottom_straight_to_right_curve
11000,STRAIGHT_TRACE,790,260,260,790,0,0,1800,0,85.0,0.0,90,0.4,70.34,0,1,1,1,0,0,703.4,703.4,102,1,0,0,1,0,bottom_straight_to_right_curve
11100,STRAIGHT_TRACE,790,260,260,790,0,0,1900,0,85.0,0.0,90,0.4,71.46,0,1,1,1,0,0,714.6,714.6,102,1,0,0,1,0,bottom_straight_to_right_curve
11200,STRAIGHT_TRACE,790,260,260,790,0,0,2000,0,85.0,0.0,90,0.4,72.58,0,1,1,1,0,0,725.8,725.8,102,1,0,0,1,0,bottom_straight_to_right_curve
11300,STRAIGHT_TRACE,790,260,260,790,0,0,2100,0,85.0,0.0,90,0.4,73.7,0,1,1,1,0,0,737.0,737.0,102,1,0,0,1,0,bottom_straight_to_right_curve
11400,STRAIGHT_TRACE,790,260,260,790,0,0,2200,0,85.0,0.0,90,0.4,74.82,0,1,1,1,0,0,748.2,748.2,102,1,0,0,1,0,bottom_straight_to_right_curve
11500,STRAIGHT_TRACE,790,260,260,790,0,0,2300,0,85.0,0.0,90,0.4,75.94,0,1,1,1,0,0,759.4,759.4,102,1,0,0,1,0,bottom_straight_to_right_curve
11600,STRAIGHT_TRACE,790,260,260,790,0,0,2400,0,85.0,0.0,90,0.4,77.06,0,1,1,1,0,0,770.6,770.6,102,1,0,0,1,0,bottom_straight_to_right_curve
11700,STRAIGHT_TRACE,790,260,260,790,0,0,2500,0,85.0,0.0,90,0.4,78.18,0,1,1,1,0,0,781.8,781.8,102,1,0,0,1,0,bottom_straight_to_right_curve
11800,STRAIGHT_TRACE,790,260,260,790,0,0,2600,0,85.0,0.0,90,0.4,79.3,0,1,1,1,0,0,793.0,793.0,102,1,0,0,1,0,bottom_straight_to_right_curve
11900,STRAIGHT_TRACE,790,260,260,790,0,0,2700,0,85.0,0.0,90,0.4,80.42,0,1,1,1,0,0,804.2,804.2,102,1,0,0,1,0,bottom_straight_to_right_curve
12000,STRAIGHT_TRACE,790,260,260,790,0,0,2800,0,85.0,0.0,90,0.4,81.54,0,1,1,1,0,0,815.4,815.4,102,1,0,0,1,0,bottom_straight_to_right_curve
12100,STRAIGHT_TRACE,790,260,260,790,0,0,2900,0,85.0,0.0,90,0.4,82.66,0,1,1,1,0,0,826.6,826.6,102,1,0,0,1,0,bottom_straight_to_right_curve
12200,STRAIGHT_TRACE,790,260,260,790,0,0,3000,0,85.0,0.0,90,0.4,83.78,0,1,1,1,0,0,837.8,837.8,102,1,0,0,1,0,bottom_straight_to_right_curve
12300,STRAIGHT_TRACE,790,260,260,790,0,0,3100,0,85.0,0.0,90,0.4,84.9,0,1,1,1,0,0,849.0,849.0,102,1,0,0,1,0,bottom_straight_to_right_curve
12400,STRAIGHT_TRACE,790,260,260,790,0,0,3200,0,85.0,0.0,90,0.4,86.02,0,1,1,1,0,0,860.2,860.2,102,1,0,0,1,0,bottom_straight_to_right_curve
12500,STRAIGHT_TRACE,790,260,260,790,0,0,3300,0,85.0,0.0,90,0.4,87.14,0,1,1,1,0,0,871.4,871.4,102,1,0,0,1,0,bottom_straight_to_right_curve
12600,STRAIGHT_TRACE,790,260,260,790,0,0,3400,0,85.0,0.0,90,0.4,88.26,0,1,1,1,0,0,882.6,882.6,102,1,0,0,1,0,bottom_straight_to_right_curve
12700,STRAIGHT_TRACE,790,260,260,790,0,0,3500,0,85.0,0.0,90,0.4,89.38,0,1,1,1,0,0,893.8,893.8,102,1,0,0,1,0,bottom_straight_to_right_curve
12800,STRAIGHT_TRACE,790,260,260,790,0,0,3600,0,85.0,0.0,90,0.4,90.5,0,1,1,1,0,0,905.0,905.0,102,1,0,0,1,0,bottom_straight_to_right_curve
12900,STRAIGHT_TRACE,790,260,260,790,0,0,3700,0,85.0,0.0,90,0.4,91.62,0,1,1,1,0,0,916.2,916.2,102,1,0,0,1,0,bottom_straight_to_right_curve
13000,STRAIGHT_TRACE,790,260,260,790,0,0,3800,0,85.0,0.0,90,0.4,92.74,0,1,1,1,0,0,927.4,927.4,102,1,0,0,1,0,bottom_straight_to_right_curve
13100,STRAIGHT_TRACE,790,260,260,790,0,0,3900,0,85.0,0.0,90,0.4,93.86,0,1,1,1,0,0,938.6,938.6,102,1,0,0,1,0,bottom_straight_to_right_curve
13200,STRAIGHT_TRACE,790,260,260,790,0,0,4000,0,85.0,0.0,90,0.4,94.98,0,1,1,1,0,0,949.8,949.8,102,1,0,0,1,0,bottom_straight_to_right_curve
13300,STRAIGHT_TRACE,790,260,260,790,0,0,4100,0,85.0,0.0,90,0.4,96.1,0,1,1,1,0,0,961.0,961.0,102,1,0,0,1,0,bottom_straight_to_right_curve
13400,STRAIGHT_TRACE,790,260,260,790,0,0,4200,0,85.0,0.0,90,0.4,97.22,0,1,1,1,0,0,972.2,972.2,102,1,0,0,1,0,bottom_straight_to_right_curve
13500,STRAIGHT_TRACE,790,260,260,790,0,0,4300,0,85.0,0.0,90,0.4,98.34,0,1,1,1,0,0,983.4,983.4,102,1,0,0,1,0,bottom_straight_to_right_curve
13600,STRAIGHT_TRACE,790,260,260,790,0,0,4400,0,85.0,0.0,90,0.4,99.46,0,1,1,1,0,0,994.6,994.6,102,1,0,0,1,0,bottom_straight_to_right_curve
13700,STRAIGHT_TRACE,790,260,260,790,0,0,4500,0,85.0,0.0,90,0.4,100.58,0,1,1,1,0,0,1005.8,1005.8,102,1,0,0,1,0,bottom_straight_to_right_curve
13800,STRAIGHT_TRACE,790,260,260,790,0,0,4600,0,85.0,0.0,90,0.4,101.7,0,1,1,1,0,0,1017.0,1017.0,102,1,0,0,1,0,bottom_straight_to_right_curve
13900,STRAIGHT_TRACE,790,260,260,790,0,0,4700,0,85.0,0.0,90,0.4,102.82,0,1,1,1,0,0,1028.2,1028.2,102,1,0,0,1,0,bottom_straight_to_right_curve
14000,STRAIGHT_TRACE,790,260,260,790,0,0,4800,0,85.0,0.0,90,0.4,103.94,0,1,1,1,0,0,1039.4,1039.4,102,1,0,0,1,0,bottom_straight_to_right_curve
14100,STRAIGHT_TRACE,790,260,260,790,0,0,4900,0,85.0,0.0,90,0.4,105.06,0,1,1,1,0,0,1050.6,1050.6,102,1,0,0,1,0,bottom_straight_to_right_curve
14200,STRAIGHT_TRACE,790,260,260,790,0,0,5000,0,85.0,0.0,90,0.4,106.18,0,1,1,1,0,0,1061.8,1061.8,102,1,0,0,1,0,bottom_straight_to_right_curve
14300,STRAIGHT_TRACE,790,260,260,790,0,0,5100,0,85.0,0.0,90,0.4,107.3,0,1,1,1,0,0,1073.0,1073.0,102,1,0,0,1,0,bottom_straight_to_right_curve
14400,STRAIGHT_TRACE,790,260,260,790,0,0,5200,0,85.0,0.0,90,0.4,108.42,0,1,1,1,0,0,1084.2,1084.2,102,1,0,0,1,0,bottom_straight_to_right_curve
